"source_file","source_path","category","keywords","key_phrases","snippet","confidence"
"10059003.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","METH/CONTR_EXP","caso, práctico, aparcamiento, trabajo, soluciones, geosintéticos","se desarrolla el","Carga concentrada en el neumático sobre la geocelda en firme adoquinado. Fuente: propia Sin embargo, esto no influye en gran medida al cálculo en las plazas de aparcamiento, debido a su pequeña superficie; y de manera especial, hablando de geoceldas, que cuentan con valores de resistencia a la compresión por lo general muy elevados, superiores a las necesidades de estacionamiento de un vehículo ligero. 22 3. APLICACIÓN AL CASO PRÁCTICO 3.1. DESCRIPCIÓN DEL CASO PRÁCTICO En esta segunda parte del trabajo, se va a proceder a entrar en detalle sobre el caso práctico, con el análisis de su estado actual y los fallos encontrados, y con la propuesta de distintas soluciones. Para ello se van a aplicar los conocimientos sobre geosintéticos anteriormente repasados, pero sin limitarse al uso de este tipo de materiales. [...]","medium"
"10059003.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","METH/CONTR_EXP","vaguada, aparcamiento, caso, práctico, trabajo, santander","se desarrolla el","UBICACIÓN DEL CASO PRÁCTICO El área en el que se desarrolla el caso práctico de este trabajo de fin de grado es el aparcamiento experimental de la Universidad de Cantabria, situado en la Vaguada de las Llamas, al norte de la ciudad de Santander. El parque está delimitado por dos grandes vías, la S-20 y la avenida de los Castros, y consta de varios aparcamientos, de los que el de menor dimensión es el aparcamiento monitorizado objetivo de este trabajo. Ilustración 22. Localización del aparcamiento Fuente: Google Maps, 2019 La vaguada se encontraba, hasta principios del siglo XX, ocupada por una de las dos rías principales de Santander, y representa por tanto uno de los pocos humedales con los que cuenta el municipio. Debido a la creación del campo de fútbol y de la segunda playa del Sardinero, el desagüe natural de la ría se interrumpió, y en los años posteriores el desarrollo urbano y la construcción de nuevas edificaciones aislaron en mayor medida la vaguada. [...]","medium"
"10059003.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","INTRO/CONTR_IMP","estudios, trabajo, grado, proyectos, básicos, alternativas","mejora","Junta de Escuela, 2016 Por tanto, este trabajo de fin de grado quedaría enmarcado en el grupo de proyectos básicos, a los que la normativa se refiere de la siguiente manera: Se considerarán proyectos básicos, por ejemplo, los estudios de alternativas de trazado, estudios de viabilidad económica de obras, estudios informativos, etc... Su carácter de básico hace innecesario profundizar como en un proyecto constructivo clásico, pero exigen un esfuerzo mayor en los aspectos específicos de dicho proyecto básico, como estudios de alternativas o estudios económicos. Junta de Escuela, 2016 Dentro de dicha subclasificación otorgada a los proyectos básicos, este TFG queda en concreto catalogado como Estudio de Alternativas. [...]","low"
"10059003.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","INTRO/CONTR_IMP","firmes, aparcamiento, permeables, construcción, investigación, sistemas","mejora","Los trabajos de estos antiguos alumnos y doctorandos nos proporcionan información sobre el método constructivo y las soluciones adoptadas para la realización del aparcamiento mediante firmes permeables, y sobre la evolución de su estado. En primer lugar cabe destacar una tesis doctoral, Investigación y desarrollo de firmes permeables y sistemas lineales de drenaje orientados a la mejora de la gestión de la escorrentía superficial urbana Valeri, 2017 centrada en los SUDS Sistemas Urbanos de Drenaje Sostenible y en el funcionamiento hidrológico de los firmes permeables, tanto en laboratorio como en la situación real. [...]","low"
"10059003.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","INTRO/CONTR_IMP","estratos, geosynthetics, permite, funciones, geosintéticos, evitando","se consigue","1.3.2. FUNCIONES DE LOS GEOSINTÉTICOS Existen seis funciones básicas según el IGS, aunque a menudo los geosintéticos cuentan con combinaciones y derivados de estas mismas funciones. SEPARACIÓN: se evita la mezcla de dos materiales o estratos con diferentedistribución de partículas, evitando su contaminación y preservando suscualidades físicas y mecánicas. Esto se consigue mediante geosintéticosporosos y flexibles.De esta forma, los geotextiles se usan para evitar que los materiales de basepenetren en suelos blandos, manteniendo su espesor de diseño, y como7 separadores para evitar el traspaso de finos en dirección de los estratos granulares permeables. Ilustración 1. Función separadora Fuente: International Geosynthetics Society, Geosynthetics Functions FILTRACIÓN: se permite el paso de fluido entre dos estratos diferentes gracias ageosintéticos porosos, flexibles y permeables, evitando a la vez la migración definos y la contaminación de los estratos, aun bajo carga o compresión. [...]","low"
"10059003.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","INTRO/CONTR_IMP","geotextiles, geosynthetics, tejidos, drenaje, geomallas, woven","se obtiene","Los tres tipos más habituales son los geotextiles, geomallas y geomembranas: GEOTEXTILES: son textiles en el sentido tradicional pero fabricados a partir defibras sintéticas como el polipropileno o el poliéster, lo que evita el problemaderivado de la biodegradación.Se clasifican en geotextiles tejidos woven de forma convencional, formandotejidos porosos y flexibles, y no tejidos non-woven, disponiendo las fibras deforma aleatoria.Ilustración 7. Geotextil Fuente: International Geosynthetics Society, Geosynthetics Classification La porosidad de estos tejidos permite el flujo del líquido a través del plano y también dentro de su propio espesor, aunque con un gradiente variable. Se aplican directamente sobre suelo, roca o cualquier material térreo, ya que son capaces de retener partículas de suelo mayores que el tamaño de sus poros, permitiendo la filtración y drenaje, y conteniendo la erosión. [...]","low"
"10059003.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","BACK/CONTR_IMP","geosynthetics, ilustración, fuente, international, society, classification","se obtiene","Son generalmente fabricadas con polietileno de alta densidadmediante un proceso de extrusión una sola pieza, o bien tejidas o soldadas.Son entonces sometidas a un proceso de estiramiento monodireccional en elcaso de las uniaxiales, o de estiramiento longitudinal y transversal en el casode las bi y triaxiales.Ilustración 8. Geomalla Fuente: International Geosynthetics Society, Geosynthetics Classification 10 Gracias a la combinación de este entramado con un elemento de relleno se obtiene un trabajo de tensión que permite aumentar la capacidad de carga de un terreno mediante la distribución de cargas. Por esta razón, su aplicación es común en el incremento de la capacidad de carga, así como en refuerzo de caminos pavimentados y no pavimentados. GEOMEMBRANAS: son láminas flexibles poliméricas fabricadas con un polímero termoplástico. [...]","low"
"10059003.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","BACK/CONTR_IMP","geosintéticos, rehabilitación, firmes, firme, actuaciones, estructural","mejora; solucionan","Esto implica que la utilización de geosintéticos en la rehabilitación de firmes puede o no implicar la retirada del firme de las capas superiores. En primer lugar cabe distinguir los tipos de actuaciones en la rehabilitación de firmes para poder conocer la necesidad del uso de geosintéticos en cada caso. Según la normativa 6.3 de la Instrucción de Carreteras Ministerio de Fomento, 12, las actuaciones de rehabilitación de firmes y pavimentos se clasifican según su finalidad en estructurales y superficiales. Las actuaciones de rehabilitación estructural son necesarias para aumentar de forma significativa la capacidad estructural del firme, mientras que las de rehabilitación superficial son de simple conservación o mejora, así como de protección. Con la rehabilitación estructural claramente se solucionan los problemas a nivel superficial ya que, si se realiza de forma adecuada, se mejoran todas sus características funcionales y su textura superficial. 16 2.3. [...]","low"
"10059003.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","RES/CONTR_IMP","drenaje, vehículos, plazas, aparcamiento, celdas, refuerzo","se logra; lo que permite","En conclusión, esta solución de celdas de drenaje reúne todos los requisitos de refuerzo, permeabilidad y viabilidad económica. La resistencia a la compresión de 150 toneladas por metro cuadrado es más que suficiente para vehículos ligeros y pesados en plazas de aparcamiento, como ya hemos visto, y permite reutilizar gran parte del material, resultando sustancialmente más económica que el resto de opciones. 48 3.3. PROPUESTA FINAL DE ACTUACIÓN Si bien el presente trabajo es un Estudio de Alternativas, y aunque la descripción detallada del proceso constructivo corresponde a un Proyecto Constructivo, es conveniente realizar una definición de las actuaciones correspondientes a la alternativa escogida. A continuación, se expone un resumen de dichas actuaciones, con sus unidades de obra, presupuesto y planificación temporal, desarrollados en menor detalle que un proyecto como tal. 3.3.1. [...]","low"
"10059003.txt","C:\Users\edwin\Documents\Proyecto_grado\copied_originals\CONTR","RES/CONTR_IMP","refuerzo, coste, material, celdas, utilización, estacionamiento","se logra; lo que permite","La colocación de celdas de refuerzo aporta una resistencia a la compresión del orden de las 150 toneladas por metro cuadrado, lo que permite la utilización de las plazas para el estacionamiento de vehículos, tanto ligeros como pesados, sin riesgo de desarrollar nuevos asientos diferenciales. De este modo se logra un margen de seguridad muy apropiado para este caso particular, dado que en el mismo Parque de las Llamas existe un aparcamiento de caravanas y se organizan eventos de todo tipo, influyendo ambos factores en la presencia de vehículos pesados en el aparcamiento experimental. Sus características resistentes y de drenaje, así como su disponibilidad y coste, convierten a estas celdas en la mejor alternativa para el caso práctico que nos ocupa, si bien no tiene por qué ser la mejor opción en el refuerzo de otros firmes permeables. [...]","low"
